year,bhk,furnished_type,property_age,aqi,urban_sprawl_index,flood_percentage,rainfall_mm,night_life_score,price_inr
2022,2,Unfurnished,16,131,0.48,0.06,1384.6,4,528000
2020,1,Semi-Furnished,14,180,0.59,0.48,1492.4,7,337000
2021,2,Unfurnished,3,119,0.53,0.26,1887.6,5,570000
2020,2,Semi-Furnished,14,147,0.78,0.12,1207.5,1,523000
2018,2,Semi-Furnished,16,123,0.37,0.47,1993.9,4,443500
2018,2,Furnished,10,213,0.51,0.0,1456.3,5,588000
2021,1,Semi-Furnished,22,166,0.8,0.21,1258.3,4,342500
2021,1,Semi-Furnished,22,199,0.76,0.36,1892.5,7,343000
2023,2,Semi-Furnished,14,136,0.36,0.14,1076.5,1,579000
2022,3,Semi-Furnished,19,151,0.48,0.2,1642.3,9,872000
2023,2,Unfurnished,20,237,0.21,0.05,1061.7,6,446500
2022,1,Semi-Furnished,6,131,0.62,0.51,1946.2,8,504500
2023,1,Semi-Furnished,12,90,0.42,0.25,1639.7,8,564500
2020,4,Semi-Furnished,21,84,0.21,0.09,1398.0,9,1058500
2021,2,Unfurnished,12,210,0.54,0.12,1424.4,5,456000
2018,2,Furnished,19,222,0.94,0.17,1165.1,8,611500
2022,1,Unfurnished,19,209,0.94,0.14,1360.0,8,349000
2022,3,Unfurnished,1,81,0.5,0.3,1903.8,6,859000
2018,2,Furnished,9,173,0.56,0.54,1805.4,8,617000
2023,2,Furnished,17,206,0.39,0.11,1661.5,5,681500
2022,1,Unfurnished,19,205,0.25,0.27,1967.8,8,300000
2024,2,Furnished,4,120,0.76,0.4,1573.4,3,816000
2020,3,Unfurnished,19,109,0.84,0.11,1176.3,4,703500
2021,3,Semi-Furnished,18,123,0.9,0.09,1713.6,3,813500
2018,3,Semi-Furnished,1,89,0.95,0.09,1591.9,5,887500
2021,3,Semi-Furnished,3,109,0.93,0.53,1436.5,5,879500
2024,1,Semi-Furnished,15,154,0.22,0.43,1147.0,5,408500
2022,2,Unfurnished,20,128,0.98,0.2,1677.7,2,500000
2022,3,Unfurnished,15,242,0.5,0.54,1444.1,9,652000
2024,2,Semi-Furnished,16,224,0.91,0.57,1578.6,7,621500
2018,3,Unfurnished,14,238,0.55,0.24,1315.4,8,571000
2020,1,Furnished,12,149,0.54,0.31,1155.7,2,398500
2019,2,Semi-Furnished,0,105,0.21,0.21,1359.9,7,654500
2018,3,Unfurnished,21,179,0.24,0.14,1852.1,3,479000
2019,3,Semi-Furnished,4,212,0.74,0.47,1159.6,5,701500
2024,3,Unfurnished,19,190,0.95,0.39,1471.2,7,771500
2023,1,Unfurnished,0,93,0.38,0.22,1297.6,9,542000
2019,3,Semi-Furnished,11,130,0.28,0.01,1962.3,1,691500
2020,2,Furnished,22,94,0.37,0.46,1084.7,6,644000
2023,2,Semi-Furnished,14,207,0.37,0.29,1245.3,6,586500
2019,4,Unfurnished,3,219,0.43,0.04,1449.6,2,773000
2024,3,Semi-Furnished,18,125,0.28,0.07,1247.3,9,962500
2023,1,Unfurnished,15,151,0.39,0.38,1706.6,5,306000
2024,3,Unfurnished,22,174,0.94,0.33,1370.9,9,820500
2019,1,Furnished,17,233,0.91,0.14,1780.8,4,362000
2024,1,Furnished,16,108,0.45,0.08,1551.3,5,625000
2020,2,Unfurnished,10,211,1.0,0.53,1426.8,5,419500
2019,4,Semi-Furnished,19,104,0.44,0.08,1364.9,5,963000
2019,1,Furnished,12,247,0.78,0.05,1222.0,9,473500
2019,3,Unfurnished,23,111,0.72,0.37,1252.6,1,540500
2018,1,Unfurnished,21,179,0.25,0.15,1176.4,8,300000
2018,3,Furnished,8,116,0.47,0.39,1851.7,7,872500
2018,2,Semi-Furnished,16,205,0.96,0.29,1548.3,1,387500
2020,3,Unfurnished,16,217,0.24,0.13,1482.9,2,507500
2023,2,Unfurnished,4,245,0.34,0.04,1322.3,1,433000
2024,3,Unfurnished,21,179,0.98,0.04,1516.9,4,768000
2022,4,Semi-Furnished,7,106,0.23,0.35,1882.6,9,1129500
2019,3,Semi-Furnished,2,214,0.56,0.45,1856.1,1,614500
2024,2,Semi-Furnished,5,178,0.93,0.41,1599.1,3,668500
2019,4,Semi-Furnished,2,216,0.95,0.36,1530.0,7,985000
2020,1,Unfurnished,7,115,0.98,0.13,1225.8,4,368500
2019,3,Unfurnished,11,197,0.59,0.52,1692.9,6,579000
2018,3,Unfurnished,3,237,0.27,0.38,1853.3,7,558000
2022,1,Furnished,1,98,0.82,0.42,1305.7,6,656000
2021,2,Semi-Furnished,24,248,0.77,0.13,1435.5,8,539500
2019,2,Unfurnished,9,134,0.66,0.16,1106.7,2,433000
2024,2,Semi-Furnished,14,163,0.91,0.54,1858.2,1,577000
2018,3,Furnished,12,85,0.93,0.29,1097.7,7,944500
2021,2,Semi-Furnished,23,202,0.75,0.33,1704.3,3,458500
2022,2,Unfurnished,14,186,0.29,0.07,1187.0,4,462500
2021,2,Unfurnished,21,167,0.28,0.24,1733.6,7,450000
2018,2,Unfurnished,18,229,0.53,0.53,1642.7,2,300000
2023,1,Furnished,17,231,0.43,0.54,1690.4,7,436000
2023,3,Semi-Furnished,12,141,0.31,0.44,1635.8,4,794000
2021,1,Semi-Furnished,19,249,0.69,0.33,1396.7,9,345500
2020,3,Furnished,19,229,0.75,0.56,1620.2,1,647000
2024,2,Furnished,0,223,0.76,0.52,1234.7,3,715000
2024,2,Unfurnished,24,220,0.34,0.51,1273.9,8,457500
2021,3,Unfurnished,15,199,0.44,0.53,1065.1,7,620500
2019,2,Semi-Furnished,7,116,0.36,0.27,1612.8,2,514500
2019,2,Unfurnished,22,231,0.68,0.32,1840.8,5,309000
2024,1,Semi-Furnished,5,204,0.65,0.25,1378.4,7,518500
2024,2,Furnished,2,96,0.6,0.44,1208.7,5,868000
2023,2,Semi-Furnished,19,95,0.44,0.36,1823.9,1,570000
2020,1,Unfurnished,15,208,0.39,0.04,1644.1,5,300000
2018,2,Unfurnished,1,164,0.91,0.08,1893.5,3,470000
2019,1,Unfurnished,22,204,0.24,0.12,1006.2,1,300000
2024,2,Furnished,1,80,0.73,0.4,1401.2,4,888000
2023,1,Unfurnished,14,109,0.22,0.07,1901.0,7,422500
2022,1,Unfurnished,9,103,0.36,0.32,1675.4,7,400000
2023,1,Unfurnished,0,125,0.43,0.5,1468.9,2,333000
2019,4,Furnished,21,81,0.91,0.57,1414.5,2,989500
2019,1,Semi-Furnished,19,222,0.31,0.26,1895.2,1,300000
2023,3,Furnished,14,108,0.95,0.32,1831.8,2,959000
2018,1,Semi-Furnished,23,178,0.85,0.5,1012.3,9,300000
2021,4,Semi-Furnished,0,141,0.74,0.56,1121.1,9,1119000
2019,1,Unfurnished,24,92,0.53,0.23,1512.3,7,300000
2023,4,Unfurnished,21,144,0.92,0.21,1114.6,3,921500
2024,3,Semi-Furnished,15,124,0.62,0.27,1274.8,8,962500
2023,1,Furnished,17,126,0.5,0.15,1834.9,4,546500
2020,3,Unfurnished,23,95,0.67,0.52,1386.1,5,639000
2021,2,Unfurnished,4,205,0.39,0.19,1450.9,5,475500
2022,2,Semi-Furnished,20,186,0.42,0.27,1174.2,2,475500
2018,3,Unfurnished,4,82,0.94,0.19,1602.3,9,843500
2022,4,Semi-Furnished,22,183,0.84,0.07,1120.3,6,1020500
2021,2,Unfurnished,22,174,0.61,0.36,1630.2,6,433000
2021,2,Unfurnished,9,212,0.53,0.35,1746.7,1,353500
2021,3,Unfurnished,22,233,0.85,0.18,1873.6,2,545000
2022,3,Semi-Furnished,11,171,0.66,0.02,1582.4,4,837000
2024,3,Semi-Furnished,9,94,0.53,0.56,1332.0,8,970000
2021,3,Unfurnished,1,229,0.61,0.21,1851.7,8,745500
2023,2,Furnished,23,116,0.39,0.32,1596.6,9,790000
2022,4,Unfurnished,0,236,0.36,0.09,1358.1,1,826500
2021,1,Unfurnished,15,233,0.99,0.15,1322.5,8,318500
2023,2,Semi-Furnished,17,149,0.98,0.26,1320.6,4,655000
2024,2,Unfurnished,6,218,0.54,0.34,1056.3,5,535000
2020,2,Semi-Furnished,3,179,0.61,0.51,1101.3,5,550500
2024,1,Furnished,9,227,0.86,0.17,1089.7,7,608500
2021,3,Semi-Furnished,9,163,0.78,0.52,1312.2,3,742000
2022,2,Semi-Furnished,24,170,0.28,0.28,1474.0,5,516000
2019,2,Semi-Furnished,10,112,0.5,0.26,1147.6,7,619000
2021,3,Unfurnished,24,200,0.4,0.24,1828.0,6,594000
2019,2,Semi-Furnished,2,109,0.99,0.53,1065.6,2,570500
2023,1,Unfurnished,13,113,0.8,0.15,1945.3,8,489500
2020,1,Furnished,12,212,0.24,0.51,1074.4,9,415500
2018,4,Unfurnished,18,219,0.92,0.05,1894.7,9,855500
2024,1,Semi-Furnished,24,155,0.94,0.57,1260.7,9,493500
2020,2,Furnished,9,154,0.47,0.3,1986.7,2,603000
2021,2,Semi-Furnished,14,131,0.71,0.6,1521.3,3,530000
2019,2,Furnished,7,130,0.75,0.36,1018.3,4,666000
2024,1,Semi-Furnished,16,228,0.78,0.07,1282.7,2,379500
2019,2,Unfurnished,5,137,0.75,0.04,1940.2,6,557000
2022,2,Furnished,6,177,0.65,0.12,1299.7,7,800000
2019,4,Unfurnished,13,204,0.96,0.25,1359.6,9,899500
2022,1,Unfurnished,7,172,0.61,0.45,1044.1,1,300000
2023,2,Semi-Furnished,11,213,0.29,0.0,1253.3,7,651000
2024,2,Semi-Furnished,17,116,0.26,0.15,1259.3,5,682500
2024,2,Furnished,13,217,0.21,0.35,1716.0,3,626500
2018,3,Furnished,0,135,0.54,0.18,1505.8,5,892000
2021,2,Furnished,3,162,0.42,0.21,1161.0,6,743500
2022,2,Unfurnished,16,150,0.92,0.18,1795.6,4,535000
2018,3,Semi-Furnished,17,145,0.89,0.57,1611.5,9,753500
2019,2,Semi-Furnished,18,124,0.87,0.04,1268.5,1,517000
2019,2,Furnished,3,166,0.89,0.54,1223.8,6,677000
2018,1,Unfurnished,5,174,0.44,0.19,1924.9,2,300000
2024,1,Unfurnished,7,223,0.54,0.15,1637.1,7,393500
2019,1,Furnished,24,89,0.45,0.53,1807.4,9,466500
2023,1,Unfurnished,14,228,0.27,0.17,1225.5,6,300000
2023,2,Semi-Furnished,19,219,0.94,0.59,1588.7,9,621500
2018,3,Unfurnished,0,92,0.69,0.33,1053.5,8,787500
2022,2,Semi-Furnished,4,160,0.31,0.29,1594.7,5,627500
2022,2,Semi-Furnished,15,196,0.36,0.59,1203.6,8,556500
2018,1,Unfurnished,20,217,0.56,0.14,1669.1,5,300000
2022,2,Semi-Furnished,24,201,0.24,0.55,1932.0,8,500500
2024,1,Unfurnished,5,220,0.42,0.35,1458.7,7,364500
2024,4,Unfurnished,20,241,0.76,0.45,1305.4,5,847500
2022,3,Unfurnished,9,138,0.94,0.35,1123.3,8,838500
2023,4,Semi-Furnished,9,207,0.94,0.37,1670.6,6,1056500
2022,3,Unfurnished,4,128,0.62,0.09,1584.2,7,860500
2024,2,Semi-Furnished,7,85,0.45,0.09,1544.6,5,791500
2020,2,Semi-Furnished,0,91,0.94,0.24,1936.0,8,787000
2021,1,Semi-Furnished,4,108,0.83,0.21,1978.2,8,573500
2019,2,Semi-Furnished,0,156,0.67,0.43,1717.0,1,496500
2020,4,Semi-Furnished,6,203,0.87,0.43,1196.0,8,1009500
2022,1,Unfurnished,14,105,0.57,0.34,1946.8,8,411000
2023,3,Semi-Furnished,22,147,0.29,0.24,1344.9,7,826000
2018,2,Unfurnished,23,95,0.95,0.41,1079.2,6,443500
2022,3,Furnished,13,132,0.63,0.41,1241.1,3,884500
2023,4,Furnished,22,226,0.76,0.49,1830.4,7,1056500
2021,3,Unfurnished,8,239,0.51,0.49,1203.8,4,568500
2022,3,Semi-Furnished,7,149,0.31,0.04,1395.1,8,921000
2024,2,Furnished,7,84,0.42,0.22,1273.5,5,870000
2018,3,Unfurnished,2,209,0.23,0.25,1047.8,3,526500
2023,4,Semi-Furnished,19,209,0.27,0.51,1561.7,6,916500
2023,3,Unfurnished,3,82,0.36,0.3,1628.8,6,864000
2023,3,Semi-Furnished,16,174,0.65,0.29,1791.1,6,837500
2021,3,Furnished,5,122,0.99,0.33,1414.7,8,1052500
2022,3,Semi-Furnished,1,212,0.87,0.08,1141.3,1,798000
2021,2,Semi-Furnished,8,89,0.27,0.34,1652.2,1,557000
2019,3,Furnished,13,234,0.87,0.33,1890.1,7,808500
2019,2,Semi-Furnished,0,103,0.63,0.45,1119.8,3,582500
2022,1,Semi-Furnished,16,101,0.73,0.38,1182.6,8,515000
2024,2,Semi-Furnished,10,168,0.3,0.57,1329.2,3,566500
2021,2,Semi-Furnished,5,82,0.52,0.05,1650.3,6,747500
2018,1,Furnished,0,223,0.91,0.46,1523.8,1,319000
2023,1,Furnished,18,237,0.54,0.45,1712.4,2,349500
2023,2,Semi-Furnished,15,191,0.3,0.16,1031.3,7,630000
2022,1,Semi-Furnished,17,83,0.45,0.42,1810.5,6,454000
2024,2,Unfurnished,10,186,0.38,0.4,1987.5,1,442000
2019,3,Furnished,8,119,0.75,0.18,1046.7,7,959000
2019,4,Semi-Furnished,20,95,0.93,0.43,1495.4,4,943500
2023,3,Semi-Furnished,5,184,0.79,0.56,1739.9,1,756000
2022,4,Unfurnished,1,151,0.87,0.18,1476.4,9,1104000
2021,3,Furnished,7,167,0.84,0.59,1592.9,3,843500
2019,2,Unfurnished,21,95,0.21,0.13,1920.9,9,511500
2021,3,Unfurnished,15,197,0.3,0.08,1539.8,7,676000
2024,3,Semi-Furnished,7,170,0.54,0.05,1236.6,8,981500
2019,2,Semi-Furnished,7,99,0.29,0.13,1738.6,7,645500
2019,1,Unfurnished,13,163,0.79,0.21,1375.4,9,329500
2020,3,Semi-Furnished,0,162,0.26,0.44,1285.1,3,718000
2019,1,Unfurnished,6,205,0.53,0.04,1248.4,8,302000
2018,3,Unfurnished,1,130,0.51,0.3,1079.4,2,611000
2022,1,Unfurnished,14,97,0.63,0.31,1932.9,4,349500
2022,2,Furnished,23,160,0.7,0.14,1563.4,4,674000
2021,2,Unfurnished,17,176,0.96,0.03,1955.1,6,540500
2024,1,Unfurnished,3,196,0.42,0.14,1861.8,3,350000
2019,2,Semi-Furnished,17,203,0.73,0.14,1030.2,1,414000
2018,3,Semi-Furnished,22,107,0.23,0.41,1247.3,8,704500
2021,3,Semi-Furnished,4,235,0.2,0.14,1315.4,9,814000
2020,3,Furnished,15,168,0.22,0.2,1489.8,7,849000
2021,2,Furnished,12,220,0.56,0.03,1716.1,9,741500
2021,3,Unfurnished,8,85,0.64,0.37,1680.8,6,793500
2019,2,Semi-Furnished,4,236,0.2,0.28,1987.3,3,412000
2020,2,Semi-Furnished,7,185,0.52,0.21,1923.3,9,640500
2021,1,Unfurnished,17,198,0.23,0.42,1186.3,1,300000
2018,2,Unfurnished,2,216,0.72,0.41,1859.9,1,304500
2018,2,Semi-Furnished,5,108,0.7,0.2,1842.9,2,547000
2022,1,Unfurnished,10,245,0.83,0.43,1574.8,4,300000
2020,3,Furnished,22,144,0.64,0.21,1338.1,3,798500
2020,3,Semi-Furnished,13,135,0.7,0.13,1208.6,1,730500
2022,2,Unfurnished,23,109,0.42,0.43,1212.5,7,513500
2021,1,Unfurnished,18,193,0.27,0.44,1337.8,4,300000
2020,2,Furnished,6,175,0.79,0.52,1503.9,1,576000
2018,2,Unfurnished,23,200,0.69,0.3,1583.8,6,329000
2018,3,Semi-Furnished,9,137,0.95,0.14,1325.0,6,812000
2019,2,Semi-Furnished,14,217,0.99,0.5,1356.6,1,387000
2020,3,Furnished,5,228,0.88,0.1,1013.5,7,920000
2021,3,Semi-Furnished,19,105,0.99,0.56,1002.1,8,865000
2022,2,Unfurnished,5,94,0.72,0.18,1907.2,5,646000
2022,4,Unfurnished,15,242,0.27,0.01,1014.0,7,868500
2021,2,Semi-Furnished,8,168,0.27,0.11,1033.1,8,652500
2024,2,Furnished,18,94,0.85,0.25,1205.6,7,883500
2023,2,Unfurnished,17,176,0.39,0.03,1743.4,3,483500
2019,1,Semi-Furnished,4,154,0.25,0.25,1678.9,2,300000
2022,1,Unfurnished,15,167,0.58,0.12,1647.2,9,398000
2020,2,Furnished,6,85,0.45,0.01,1575.0,5,788500
2019,3,Semi-Furnished,18,235,0.67,0.18,1201.7,9,725000
2020,4,Unfurnished,4,142,0.68,0.14,1397.9,4,925000
2024,3,Unfurnished,19,108,0.75,0.25,1478.1,1,734500
2018,1,Unfurnished,10,127,0.66,0.46,1582.4,8,300000
2019,3,Semi-Furnished,22,228,0.5,0.31,1198.4,5,595500
2022,3,Semi-Furnished,17,101,0.22,0.46,1729.0,4,767000
2019,3,Unfurnished,6,106,0.92,0.2,1308.9,9,836000
2019,3,Furnished,17,164,0.46,0.01,1660.2,9,905500
2019,3,Semi-Furnished,2,158,0.61,0.55,1514.0,2,680500
2023,2,Semi-Furnished,4,217,0.65,0.19,1592.2,1,569500
2019,3,Unfurnished,22,101,0.45,0.32,1413.1,8,676000
2020,2,Unfurnished,12,163,0.45,0.28,1445.1,9,520000
2018,4,Semi-Furnished,15,162,0.41,0.35,1868.2,4,831500
2024,1,Semi-Furnished,21,235,0.39,0.53,1475.9,1,300000
2021,1,Semi-Furnished,11,129,0.22,0.52,1793.9,7,390000
2019,1,Furnished,6,208,0.97,0.59,1395.0,5,400500
2022,3,Semi-Furnished,21,241,0.68,0.32,1700.5,5,694000
2019,2,Unfurnished,12,242,0.29,0.55,1232.9,5,300000
2022,2,Furnished,0,140,0.67,0.29,1917.0,9,883500
2020,4,Semi-Furnished,14,109,0.39,0.03,1967.3,7,1055500
2022,4,Unfurnished,20,155,0.45,0.09,1901.3,2,836500
2021,2,Unfurnished,11,247,0.84,0.2,1346.4,9,522000
2018,2,Semi-Furnished,16,116,0.91,0.44,1276.5,4,509000
2022,3,Furnished,22,208,0.76,0.05,1182.4,5,870500
2022,4,Unfurnished,19,222,0.95,0.22,1873.0,2,805000
2018,2,Unfurnished,4,92,0.92,0.59,1118.6,3,451500
2021,3,Semi-Furnished,16,236,0.64,0.47,1642.3,5,667500
2019,2,Furnished,23,124,0.93,0.34,1331.5,1,553000
2022,3,Unfurnished,14,83,0.64,0.04,1187.9,1,745000
2018,3,Furnished,19,94,0.28,0.01,1184.5,1,757500
2020,2,Unfurnished,18,183,0.86,0.06,1871.0,7,504000
2018,1,Unfurnished,0,170,0.3,0.2,1859.8,4,300000
2020,4,Unfurnished,3,222,0.45,0.36,1272.0,4,794000
2021,3,Unfurnished,2,118,0.5,0.12,1033.8,3,754000
2019,1,Unfurnished,7,158,0.85,0.03,1869.1,2,300000
2018,3,Furnished,8,139,0.27,0.05,1057.3,4,820500
2024,3,Unfurnished,11,173,0.56,0.26,1084.7,2,709000
2024,2,Unfurnished,4,122,0.55,0.46,1821.9,7,664000
2023,3,Unfurnished,8,211,0.67,0.49,1817.2,6,712500
2022,2,Semi-Furnished,0,156,0.48,0.17,1202.5,6,706500
2021,4,Furnished,22,118,0.66,0.4,1038.2,2,1008000
2018,1,Unfurnished,10,133,0.99,0.24,1063.0,5,300000
2024,1,Semi-Furnished,6,230,0.26,0.58,1453.4,8,419000
2022,1,Unfurnished,21,242,0.9,0.24,1418.2,2,300000
2024,3,Semi-Furnished,19,133,0.45,0.24,1182.3,8,921000
2018,3,Unfurnished,24,141,0.57,0.3,1909.0,9,631000
2020,3,Semi-Furnished,13,214,0.79,0.02,1552.4,3,717000
2018,3,Semi-Furnished,2,92,0.93,0.25,1807.3,4,833500
2023,2,Semi-Furnished,10,194,0.21,0.5,1103.7,8,612000
2018,4,Unfurnished,16,118,0.73,0.37,1973.5,2,759500
2018,2,Unfurnished,17,163,0.26,0.58,1809.7,2,300000
2023,3,Semi-Furnished,18,225,0.62,0.2,1287.8,1,687000
2021,2,Semi-Furnished,17,229,0.8,0.1,1020.8,2,481000
2018,3,Unfurnished,5,243,0.34,0.45,1164.5,9,578500
2023,3,Furnished,14,184,0.81,0.03,1418.5,5,972500
2022,3,Semi-Furnished,6,191,0.45,0.1,1003.0,4,809000
2020,1,Unfurnished,4,151,0.69,0.3,1040.8,2,300000
2020,2,Unfurnished,4,82,0.73,0.45,1098.6,2,503500
2018,2,Furnished,6,236,0.72,0.36,1809.7,6,572000
2021,3,Unfurnished,21,152,0.21,0.6,1546.9,7,604000
2021,2,Furnished,11,87,0.32,0.39,1191.0,4,701500
2022,4,Semi-Furnished,7,155,0.88,0.43,1264.5,7,1093500
2018,2,Unfurnished,24,171,0.95,0.6,1642.2,1,300000
2020,2,Semi-Furnished,17,185,0.65,0.36,1318.6,8,561000
2021,3,Unfurnished,17,128,0.68,0.43,1682.1,3,640500
2018,2,Unfurnished,16,122,0.8,0.18,1778.2,7,491000
2024,4,Unfurnished,22,217,0.52,0.32,1306.6,7,897000
2021,3,Furnished,10,220,0.46,0.55,1366.5,3,743500
2023,2,Semi-Furnished,14,81,0.81,0.51,1050.1,5,703500
2024,1,Unfurnished,19,144,0.22,0.18,1819.8,2,300000
2021,2,Unfurnished,24,165,0.91,0.21,1606.1,9,544500
2020,2,Semi-Furnished,5,176,0.55,0.51,1888.3,5,537500
2019,3,Unfurnished,11,249,0.6,0.17,1188.9,4,540500
2024,2,Unfurnished,22,89,0.71,0.53,1960.6,3,532500
2022,2,Unfurnished,6,142,0.42,0.46,1706.7,1,441000
2022,1,Semi-Furnished,7,182,0.68,0.09,1196.6,7,497500
2020,1,Unfurnished,3,140,0.75,0.43,1463.0,3,300000
2021,2,Semi-Furnished,2,80,0.29,0.5,1699.0,1,574000
2018,3,Semi-Furnished,2,233,0.62,0.09,1017.0,8,765500
2021,3,Furnished,9,84,0.46,0.27,1780.3,8,1026500
2020,3,Semi-Furnished,23,114,0.65,0.52,1947.7,3,678000
2022,3,Semi-Furnished,14,204,0.22,0.12,1081.5,3,710000
2021,2,Semi-Furnished,12,220,0.79,0.27,1898.1,2,488500
2022,3,Furnished,18,106,0.33,0.37,1464.4,8,961500
2024,1,Semi-Furnished,7,219,0.75,0.06,1515.6,9,572000
2018,2,Semi-Furnished,17,173,0.82,0.13,1840.1,4,484500
2024,2,Unfurnished,4,129,0.8,0.28,1589.7,4,649000
2022,1,Furnished,20,238,0.85,0.22,1351.4,5,434000
2022,3,Unfurnished,6,148,0.45,0.19,1732.6,3,718500
2019,2,Unfurnished,4,244,0.97,0.02,1138.3,5,460000
2019,3,Semi-Furnished,24,81,0.22,0.56,1666.3,4,647000
2024,2,Furnished,18,181,0.58,0.52,1774.6,8,749000
2023,1,Semi-Furnished,24,82,0.42,0.24,1334.8,5,454000
2024,3,Semi-Furnished,16,227,0.79,0.11,1970.2,7,875500
2019,2,Furnished,18,209,0.84,0.04,1640.6,4,589000
2022,2,Semi-Furnished,3,121,0.86,0.07,1095.7,2,699500
2020,1,Semi-Furnished,21,122,0.44,0.36,1966.3,8,383000
2024,3,Semi-Furnished,23,100,0.42,0.44,1744.0,4,821000
2022,3,Furnished,6,124,0.74,0.09,1695.6,9,1106500
2020,2,Semi-Furnished,23,99,0.94,0.07,1253.2,6,649500
2020,4,Furnished,21,122,0.4,0.41,1473.1,8,1071500
2019,3,Unfurnished,5,103,0.93,0.31,1901.1,9,828500
2024,3,Unfurnished,13,161,0.67,0.22,1308.2,9,868000
2021,3,Unfurnished,21,163,0.79,0.43,1423.3,9,716500
2018,2,Semi-Furnished,18,139,0.55,0.27,1256.8,7,525500
2019,3,Furnished,19,111,0.85,0.28,1215.9,3,827000
2019,1,Unfurnished,10,201,0.98,0.01,1043.7,8,335500
2021,1,Unfurnished,21,84,0.34,0.19,1736.9,7,346500
2018,4,Unfurnished,6,209,0.51,0.0,1090.8,9,892000
2022,3,Semi-Furnished,2,233,0.89,0.55,1531.3,5,783500
2023,2,Unfurnished,19,104,0.34,0.18,1049.8,4,538000
2024,2,Unfurnished,21,165,0.53,0.11,1983.9,2,486500
2023,3,Furnished,16,246,0.33,0.05,1709.4,7,889500
2022,1,Unfurnished,10,165,0.72,0.03,1630.4,6,392500
2019,1,Semi-Furnished,14,154,0.39,0.53,1186.4,6,300000
2018,1,Semi-Furnished,6,90,0.5,0.1,1528.1,8,475000
2019,2,Semi-Furnished,14,147,0.59,0.37,1503.6,1,436500
2020,3,Unfurnished,16,176,0.44,0.39,1358.6,1,509500
2019,1,Furnished,10,225,0.74,0.19,1156.1,4,380500
2019,3,Semi-Furnished,11,187,0.29,0.5,1367.1,8,702000
2022,2,Unfurnished,12,201,0.9,0.13,1609.1,5,529500
2022,3,Unfurnished,10,235,0.59,0.04,1487.4,9,768000
2022,4,Unfurnished,10,121,0.66,0.04,1570.0,3,969000
2023,3,Semi-Furnished,24,139,0.7,0.18,1572.0,6,854000
2020,3,Semi-Furnished,8,229,0.25,0.28,1244.7,6,694000
2022,4,Unfurnished,10,247,0.81,0.38,1111.0,4,827000
2018,2,Unfurnished,24,141,0.96,0.44,1521.8,2,309000
2023,3,Furnished,3,210,0.62,0.11,1892.4,6,990500
2021,3,Furnished,1,150,0.51,0.41,1995.4,3,884500
2018,2,Semi-Furnished,22,200,0.83,0.11,1785.9,8,516500
2024,2,Semi-Furnished,3,99,0.78,0.6,1221.1,2,694000
2024,4,Furnished,13,150,0.72,0.58,1630.3,3,1110000
2018,3,Semi-Furnished,4,233,0.97,0.06,1238.9,9,815000
2022,2,Semi-Furnished,16,248,0.67,0.39,1576.5,2,440500
2021,2,Unfurnished,11,210,0.4,0.54,1480.7,1,304000
2021,3,Semi-Furnished,5,224,0.22,0.05,1381.6,3,715500
2023,2,Unfurnished,11,163,0.56,0.07,1641.6,6,597500
2021,3,Unfurnished,14,177,0.72,0.21,1857.7,8,743500
2024,3,Furnished,22,240,0.34,0.06,1337.5,5,855000
2020,3,Semi-Furnished,18,139,0.22,0.53,1486.3,2,613500
2022,2,Furnished,9,147,0.93,0.53,1455.8,8,801500
2021,3,Semi-Furnished,1,184,0.44,0.57,1249.2,2,699500
2023,3,Furnished,11,215,0.57,0.12,1421.1,4,899000
2024,3,Unfurnished,11,240,0.27,0.03,1021.6,9,787500
2020,2,Semi-Furnished,6,232,0.51,0.27,1517.4,7,548500
2019,2,Unfurnished,0,190,0.54,0.53,1720.8,3,374500
2019,4,Unfurnished,17,214,0.92,0.38,1367.6,1,686000
2020,1,Unfurnished,2,138,0.89,0.6,1746.6,6,331000
2024,2,Semi-Furnished,19,112,0.35,0.54,1750.7,9,707000
2023,2,Unfurnished,4,120,0.64,0.24,1984.1,4,618000
2020,3,Semi-Furnished,19,240,0.78,0.02,1545.9,7,740000
2022,1,Unfurnished,14,108,0.43,0.0,1404.1,3,345000
2022,2,Unfurnished,9,246,0.52,0.39,1639.5,1,342500
2019,1,Semi-Furnished,18,184,0.99,0.55,1626.6,5,300000
2021,3,Furnished,0,180,0.81,0.27,1987.3,1,870500
2023,2,Unfurnished,6,143,0.55,0.52,1707.7,2,494000
2019,2,Semi-Furnished,21,165,0.63,0.34,1306.6,7,512000
2021,2,Furnished,17,145,0.7,0.06,1187.5,1,641000
2021,3,Semi-Furnished,1,193,0.6,0.48,1792.7,6,800000
2022,2,Semi-Furnished,18,201,0.53,0.3,1179.8,7,577000
2024,1,Unfurnished,23,88,0.49,0.03,1627.4,4,401500
2018,2,Semi-Furnished,23,108,0.34,0.49,1132.3,4,417500
2024,4,Unfurnished,9,176,0.98,0.45,1718.7,2,929500
2018,3,Semi-Furnished,14,153,0.27,0.27,1782.9,5,663500
2020,4,Furnished,9,203,0.68,0.01,1990.5,7,1118500
2022,3,Semi-Furnished,9,235,0.97,0.21,1954.2,4,785500
2021,1,Unfurnished,11,189,0.5,0.26,1713.8,8,317000
2023,3,Furnished,7,132,0.4,0.1,1277.5,8,1068000
